Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,All Time Rank Factor,Explicit Track Logical
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98.0,153.1,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,69.0,63.0,0.0,51.0,0.0,0.0,0.0,0.0,1,98.0,True
Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99.0,152.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,14.0,78.0,0.0,39.0,0.0,0.0,0.0,0.0,1,99.0,True
Prada,Prada,cassï¿,2023-08-11,GBCEN2300147,100.0,152.5,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,167.0,0.0,100.0,0.0,0.0,0.0,0.0,1,100.0,True
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101.0,152.3,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101.0,False
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102.0,152.1,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,69.0,0.0,79.0,0.0,0.0,0.0,0.0,0,102.0,False
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364182,103.0,150.7,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,39.0,56.0,0.0,53.0,0.0,0.0,0.0,0.0,1,103.0,True
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104.0,150.5,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,104.0,False
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105.0,150.4,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,111.0,0.0,0.0,0.0,0.0,0,105.0,False
Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106.0,148.9,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,57.0,127.0,0.0,116.0,0.0,0.0,0.0,0.0,0,106.0,False
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107.0,148.1,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,45.0,41.0,0.0,47.0,0.0,0.0,0.0,0.0,1,107.0,True
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108.0,147.4,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,290.0,6.0,5.0,0.0,33.0,0.0,48.0,0.0,0.0,0,108.0,False
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109.0,146.6,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,181.0,138.0,0.0,28.0,0.0,0.0,0.0,0.0,1,109.0,True
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110.0,145.3,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,925.0,109.0,0.0,74.0,0.0,0.0,0.0,0.0,1,110.0,True
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111.0,144.6,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,158.0,0.0,54.0,0.0,482.0,0.0,0.0,0,111.0,False
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112.0,144.5,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,59.0,67.0,0.0,104.0,0.0,0.0,0.0,0.0,0,112.0,False
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113.0,144.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,807.0,0.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0,0,113.0,False
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114.0,144.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,4.0,0.0,1.0,0.0,81.0,0.0,0.0,0,114.0,False
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116.0,143.9,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,86.0,0.0,99.0,0.0,0.0,0.0,0.0,0,116.0,False
Hands,Hands,Dianï¿½,2022-08-01,GBKPL2205333,115.0,143.9,0.0,8.0,212.0,1.0,0.0,0.0,33.0,188.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0,115.0,False
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117.0,142.8,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,360.0,103.0,0.0,87.0,0.0,0.0,0.0,0.0,0,117.0,False
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118.0,142.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,118.0,False
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119.0,142.2,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,388.0,118.0,0.0,71.0,0.0,0.0,0.0,0.0,0,119.0,False
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120.0,141.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,32.0,0.0,69.0,0.0,0.0,0.0,0.0,1,120.0,True
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121.0,139.5,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,57.0,33.0,0.0,40.0,0.0,0.0,0.0,0.0,1,121.0,True
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122.0,139.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1,122.0,True
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123.0,138.6,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,37.0,0.0,77.0,0.0,0.0,0.0,0.0,1,123.0,True
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124.0,137.8,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,361.0,46.0,0.0,38.0,0.0,0.0,0.0,0.0,1,124.0,True
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125.0,137.7,0.0,545.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,125.0,True
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126.0,136.4,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126.0,False
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127.0,136.2,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,111.0,0.0,75.0,0.0,0.0,0.0,0.0,0,127.0,False
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128.0,136.2,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,959.0,29.0,0.0,38.0,0.0,0.0,0.0,0.0,0,128.0,False
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129.0,134.0,0.0,635.0,0.0,16.0,0.0,0.0,9.0,422.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0,129.0,False
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130.0,133.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,273.0,0.0,85.0,0.0,0.0,0.0,0.0,1,130.0,True
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131.0,132.3,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,198.0,355.0,0.0,98.0,0.0,0.0,0.0,0.0,0,131.0,False
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132.0,130.7,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0,132.0,False
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133.0,129.7,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,381.0,502.0,0.0,110.0,0.0,0.0,0.0,0.0,0,133.0,False
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134.0,129.6,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,214.0,25.0,0.0,33.0,0.0,0.0,0.0,0.0,0,134.0,False
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135.0,129.5,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,43.0,0.0,59.0,0.0,0.0,0.0,0.0,0,135.0,False
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136.0,129.4,0.0,351.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,136.0,False
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137.0,129.1,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,137.0,False
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138.0,128.9,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,93.0,61.0,0.0,128.0,0.0,0.0,0.0,0.0,1,138.0,True
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,BCAEW2400001,139.0,128.5,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,190.0,0.0,32.0,0.0,11.0,0.0,0.0,0.0,0.0,0,139.0,False
Back,Back,LOLA,2022-08-03,UKQNV2100272,140.0,128.0,0.0,92.0,0.0,3.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140.0,False
People,People - Single,Libianca,2022-12-05,QZTB52268087,141.0,127.8,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,202.0,74.0,0.0,54.0,0.0,0.0,0.0,0.0,1,141.0,True
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142.0,127.4,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,142.0,True
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143.0,127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1,143.0,True
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144.0,126.9,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,159.0,128.0,0.0,133.0,0.0,442.0,0.0,0.0,0,144.0,False
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145.0,126.6,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,145.0,False
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146.0,126.2,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,97.0,0.0,133.0,0.0,0.0,0.0,0.0,0,146.0,False
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147.0,125.4,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,147.0,False
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148.0,125.2,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,789.0,342.0,0.0,90.0,0.0,0.0,0.0,0.0,1,148.0,True
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149.0,124.6,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,954.0,632.0,0.0,118.0,0.0,0.0,0.0,0.0,0,149.0,False
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150.0,123.9,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,132.0,54.0,0.0,36.0,0.0,0.0,0.0,0.0,1,150.0,True
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151.0,123.8,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,688.0,75.0,0.0,90.0,0.0,0.0,0.0,0.0,0,151.0,False
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152.0,123.4,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,306.0,94.0,0.0,50.0,0.0,0.0,0.0,0.0,1,152.0,True
SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153.0,122.8,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,51.0,2.0,0.0,20.0,0.0,98.0,0.0,0.0,0,153.0,False
Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154.0,122.7,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,16.0,0.0,60.0,0.0,0.0,0.0,0.0,1,154.0,True
Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155.0,122.5,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,155.0,False
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156.0,122.4,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,861.0,54.0,0.0,56.0,0.0,0.0,0.0,0.0,1,156.0,True
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157.0,121.9,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,7.0,0.0,38.0,0.0,0.0,0.0,0.0,1,157.0,True
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158.0,121.2,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,85.0,0.0,108.0,0.0,0.0,0.0,0.0,0,158.0,False
Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159.0,120.8,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,352.0,0.0,136.0,0.0,0.0,0.0,0.0,0,159.0,False
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305257,160.0,120.7,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,4.0,57.0,0.0,83.0,0.0,0.0,0.0,0.0,1,160.0,True
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161.0,120.1,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,309.0,120.0,0.0,103.0,0.0,0.0,0.0,0.0,0,161.0,False
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2022-01-05,JPKI02118106,162.0,119.5,0.0,130.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,162.0,False
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163.0,117.8,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,98.0,0.0,102.0,0.0,0.0,0.0,0.0,1,163.0,True
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164.0,117.7,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,258.0,0.0,174.0,0.0,0.0,0.0,0.0,0,164.0,False
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71911283,165.0,117.6,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,378.0,570.0,0.0,89.0,0.0,0.0,0.0,0.0,0,165.0,False
DESPECHï¿,DESPECHï¿,ROSALï¿½,2022-07-28,USSM12207207,166.0,116.9,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,105.0,0.0,97.0,0.0,0.0,0.0,0.0,1,166.0,True
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,USUM72007941,167.0,116.7,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,62.0,98.0,0.0,47.0,0.0,0.0,0.0,0.0,1,167.0,True
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,GBAHS2201304,168.0,116.6,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,287.0,32.0,0.0,68.0,0.0,0.0,0.0,0.0,0,168.0,False
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,USWB12304903,169.0,116.5,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,35.0,47.0,0.0,112.0,0.0,0.0,0.0,0.0,0,169.0,False
Circles,Circles,Post Malone,2019-08-30,USUM71915699,170.0,116.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,413.0,311.0,0.0,69.0,0.0,0.0,0.0,0.0,0,170.0,False
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,2023-08-03,DGA062382895,171.0,115.9,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,215.0,22.0,0.0,27.0,0.0,0.0,0.0,0.0,0,171.0,False
About Damn Time,About Damn Time,Lizzo,2022-04-14,USAT22202139,172.0,115.6,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,143.0,0.0,4.0,0.0,0.0,0.0,0.0,1,172.0,True
Closer,Closer,The Chainsmokers,2016-07-29,USQX91601347,173.0,114.6,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,467.0,284.0,0.0,78.0,0.0,0.0,0.0,0.0,0,173.0,False
FLOWER,ME,JISOO,2023-03-31,KRA402300002,174.0,114.3,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,92.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,0,174.0,False
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364199,175.0,114.2,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,175.0,51.0,0.0,44.0,0.0,0.0,0.0,0.0,1,175.0,True
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,USUG12306085,176.0,113.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,31.0,13.0,0.0,39.0,0.0,0.0,0.0,0.0,1,176.0,True
Havana (feat. Young Thug),Havana,Camila Cabello,2017-08-03,USSM11706905,177.0,112.8,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,563.0,541.0,0.0,95.0,0.0,0.0,0.0,0.0,0,177.0,False
LUNA,FERXXOCALIPSIS,Feid,2023-12-01,USUM72318216,178.0,112.6,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,170.0,64.0,0.0,31.0,0.0,0.0,0.0,0.0,0,178.0,False
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,USUM72208023,179.0,112.5,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,43.0,0.0,70.0,0.0,0.0,0.0,0.0,1,179.0,True
Bones,Bones,Imagine Dragons,2022-03-11,USUM72201759,180.0,112.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,47.0,0.0,67.0,0.0,0.0,0.0,0.0,0,180.0,False
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,2023-08-17,USSD12300400,182.0,111.8,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,423.0,60.0,0.0,29.0,0.0,0.0,0.0,0.0,1,182.0,True
Selfish,Selfish,Justin Timberlake,2024-01-25,USRC12400001,181.0,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,18.0,75.0,0.0,43.0,0.0,0.0,0.0,0.0,0,181.0,False
golden hour,golden hour,JVKE,2022-07-15,GBKPL2204171,183.0,111.4,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,719.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,0,183.0,False
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000942,184.0,111.3,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,659.0,250.0,0.0,46.0,0.0,0.0,0.0,0.0,0,184.0,False
Get It Sexyy,Get It Sexyy,Sexyy Red,2024-03-15,QZSYP2454435,185.0,111.1,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,976.0,4.0,0.0,58.0,0.0,0.0,0.0,0.0,1,185.0,True
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,USWD12328242,186.0,110.9,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,214.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0,186.0,False
IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,USUG12306072,187.0,110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,109.0,16.0,0.0,29.0,0.0,0.0,0.0,0.0,1,187.0,True
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214888,188.0,110.7,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,191.0,42.0,0.0,49.0,0.0,0.0,0.0,0.0,0,188.0,False
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,USSM11914962,189.0,110.2,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,47.0,95.0,0.0,32.0,0.0,0.0,0.0,0.0,1,189.0,True
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,190.0,110.1,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,65.0,65.0,0.0,66.0,0.0,0.0,0.0,0.0,1,190.0,True
Stargazing,Stargazing,Myles Smith,2024-05-10,GBARL2400510,191.0,109.8,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,14.0,93.0,0.0,109.0,0.0,548.0,0.0,0.0,0,191.0,False
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,192.0,109.7,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,641.0,18.0,0.0,57.0,0.0,0.0,0.0,0.0,1,192.0,True
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013339,193.0,109.5,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,744.0,21.0,0.0,22.0,0.0,0.0,0.0,0.0,1,193.0,True
Memories,Memories,Maroon 5,2019-09-20,USUM71913350,194.0,109.3,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,403.0,445.0,0.0,50.0,0.0,0.0,0.0,0.0,0,194.0,False
